,level_0,CustomerID,Recency,Frequency,Monetory,R,F,M,RFM,RFM_Score,Loyality
443,443,565.0,14,80,252498.0,1,1,1,111,3,Platinum
444,444,566.0,130,11,26298.0,3,3,2,332,8,Gold
445,445,567.0,6,3,8496.0,1,4,3,143,8,Gold
446,446,568.0,163,4,7480.0,4,3,3,433,10,Silver
447,447,569.0,5,106,343536.0,1,1,1,111,3,Platinum
448,448,570.0,26,5,10872.0,2,3,3,233,8,Gold
449,449,572.0,75,6,13566.0,3,3,3,333,9,Silver
450,450,573.0,279,17,79532.0,4,2,2,422,8,Gold
451,451,575.0,75,1,2976.0,3,4,4,344,11,Bronze
452,452,576.0,33,61,101949.0,2,1,1,211,4,Platinum
453,453,577.0,10,31,192107.0,1,2,1,121,4,Platinum
454,454,580.0,13,66,190833.0,1,1,1,111,3,Platinum
455,455,581.0,44,1,5394.0,2,4,4,244,10,Silver
456,456,582.0,95,1,3144.0,3,4,4,344,11,Bronze
457,457,584.0,95,4,10233.0,3,3,3,333,9,Silver
458,458,585.0,373,3,20304.0,4,4,3,443,11,Bronze
459,459,586.0,164,1,2844.0,4,4,4,444,12,Bronze
460,460,587.0,142,4,5383.0,3,3,4,334,10,Silver
461,461,588.0,41,13,18069.0,2,2,3,223,7,Gold
462,462,589.0,59,4,13525.0,3,3,3,333,9,Silver
463,463,591.0,280,3,4188.0,4,4,4,444,12,Bronze
464,464,594.0,277,1,576.0,4,4,4,444,12,Bronze
465,465,595.0,242,9,19170.0,4,3,3,433,10,Silver
466,466,596.0,90,22,36939.0,3,2,2,322,7,Gold
467,467,597.0,13,7,12567.0,1,3,3,133,7,Gold
468,468,598.0,87,1,1270.0,3,4,4,344,11,Bronze
469,469,599.0,98,1,4920.0,3,4,4,344,11,Bronze
470,470,600.0,26,5,21228.0,2,3,3,233,8,Gold
471,471,603.0,86,6,13396.0,3,3,3,333,9,Silver
472,472,605.0,64,10,28412.0,3,3,2,332,8,Gold
473,473,606.0,12,42,35439.0,1,2,2,122,5,Platinum
474,474,608.0,24,13,40098.0,2,2,2,222,6,Gold
475,475,609.0,367,1,215.0,4,4,4,444,12,Bronze
476,476,610.0,85,8,26446.0,3,3,2,332,8,Gold
477,477,611.0,21,1,1234.0,1,4,4,144,9,Silver
478,478,613.0,90,2,1062.0,3,4,4,344,11,Bronze
479,479,616.0,30,17,15912.0,2,2,3,223,7,Gold
480,480,617.0,18,1,2220.0,1,4,4,144,9,Silver
481,481,618.0,297,4,8159.0,4,3,3,433,10,Silver
482,482,621.0,373,3,2812.0,4,4,4,444,12,Bronze
483,483,622.0,58,6,17966.0,3,3,3,333,9,Silver
484,484,623.0,98,8,13108.0,3,3,3,333,9,Silver
485,485,624.0,9,7,11597.0,1,3,3,133,7,Gold
486,486,625.0,31,1,2592.0,2,4,4,244,10,Silver
487,487,627.0,243,8,24372.0,4,3,3,433,10,Silver
488,488,628.0,50,2,6648.0,2,4,3,243,9,Silver
489,489,629.0,285,4,5106.0,4,3,4,434,11,Bronze
490,490,630.0,131,6,4259.0,3,3,4,334,10,Silver
491,491,631.0,294,3,3766.0,4,4,4,444,12,Bronze
492,492,634.0,307,2,964.0,4,4,4,444,12,Bronze
493,493,635.0,368,2,2740.0,4,4,4,444,12,Bronze
494,494,636.0,17,6,6543.0,1,3,3,133,7,Gold
495,495,637.0,48,4,5543.0,2,3,4,234,9,Silver
496,496,639.0,32,18,49384.0,2,2,2,222,6,Gold
497,497,641.0,45,8,59928.0,2,3,2,232,7,Gold
498,498,642.0,136,7,4758.0,3,3,4,334,10,Silver
499,499,644.0,97,4,6438.0,3,3,4,334,10,Silver
500,500,645.0,339,3,517.0,4,4,4,444,12,Bronze
501,501,647.0,119,4,6432.0,3,3,4,334,10,Silver
502,502,648.0,208,1,2412.0,4,4,4,444,12,Bronze
503,503,651.0,89,5,11328.0,3,3,3,333,9,Silver
504,504,652.0,16,25,53578.0,1,2,2,122,5,Platinum
505,505,653.0,19,13,274200.0,1,2,1,121,4,Platinum
506,506,654.0,76,4,9096.0,3,3,3,333,9,Silver
507,507,655.0,40,3,6804.0,2,4,3,243,9,Silver
508,508,657.0,60,6,6186.0,3,3,4,334,10,Silver
509,509,658.0,32,49,128999.0,2,1,1,211,4,Platinum
510,510,660.0,99,2,2942.0,3,4,4,344,11,Bronze
511,511,661.0,20,8,4424.0,1,3,4,134,8,Gold
512,512,665.0,134,1,1224.0,3,4,4,344,11,Bronze
513,513,667.0,242,5,10282.0,4,3,3,433,10,Silver
514,514,669.0,63,4,5855.0,3,3,4,334,10,Silver
515,515,674.0,227,1,2358.0,4,4,4,444,12,Bronze
516,516,675.0,10,32,12904.0,1,2,3,123,6,Gold
517,517,676.0,22,24,20658.0,2,2,3,223,7,Gold
518,518,677.0,77,5,10788.0,3,3,3,333,9,Silver
519,519,678.0,213,1,2064.0,4,4,4,444,12,Bronze
520,520,679.0,109,2,6018.0,3,4,4,344,11,Bronze
521,521,684.0,204,7,7395.0,4,3,3,433,10,Silver
522,522,686.0,60,1,3012.0,3,4,4,344,11,Bronze
523,523,687.0,211,7,6740.0,4,3,3,433,10,Silver
524,524,689.0,134,3,5874.0,3,4,4,344,11,Bronze
525,525,691.0,157,5,14844.0,4,3,3,433,10,Silver
526,526,694.0,25,1,1572.0,2,4,4,244,10,Silver
527,527,695.0,62,3,804.0,3,4,4,344,11,Bronze
528,528,698.0,268,1,1296.0,4,4,4,444,12,Bronze
529,529,699.0,6,78,44346.0,1,1,2,112,4,Platinum
530,530,700.0,54,5,21852.0,2,3,3,233,8,Gold
531,531,701.0,29,17,61858.0,2,2,2,222,6,Gold
532,532,702.0,18,19,41304.0,1,2,2,122,5,Platinum
533,533,703.0,22,32,34225.0,2,2,2,222,6,Gold
534,534,704.0,10,39,89849.0,1,2,1,121,4,Platinum
535,535,706.0,39,7,1349.0,2,3,4,234,9,Silver
536,536,707.0,90,1,2160.0,3,4,4,344,11,Bronze
537,537,708.0,116,1,828.0,3,4,4,344,11,Bronze
538,538,711.0,42,5,8029.0,2,3,3,233,8,Gold
539,539,713.0,317,3,2935.0,4,4,4,444,12,Bronze
540,540,714.0,164,10,43218.0,4,3,2,432,9,Silver
541,541,715.0,66,2,2926.0,3,4,4,344,11,Bronze
542,542,717.0,24,15,24648.0,2,2,3,223,7,Gold
543,543,723.0,9,1,2712.0,1,4,4,144,9,Silver
544,544,725.0,270,1,2196.0,4,4,4,444,12,Bronze
545,545,726.0,173,3,8400.0,4,4,3,443,11,Bronze
546,546,727.0,299,1,813.0,4,4,4,444,12,Bronze
547,547,729.0,353,3,6138.0,4,4,4,444,12,Bronze
548,548,730.0,26,2,3300.0,2,4,4,244,10,Silver
549,549,732.0,30,5,10749.0,2,3,3,233,8,Gold
550,550,733.0,309,2,2274.0,4,4,4,444,12,Bronze
551,551,734.0,38,4,5604.0,2,3,4,234,9,Silver
552,552,735.0,151,3,4497.0,3,4,4,344,11,Bronze
553,553,736.0,347,1,2292.0,4,4,4,444,12,Bronze
554,554,737.0,57,5,2227.0,3,3,4,334,10,Silver
555,555,738.0,132,2,1064.0,3,4,4,344,11,Bronze
556,556,739.0,67,7,9970.0,3,3,3,333,9,Silver
557,557,740.0,10,5,24468.0,1,3,3,133,7,Gold
558,558,741.0,13,36,90949.0,1,2,1,121,4,Platinum
559,559,742.0,77,14,23168.0,3,2,3,323,8,Gold
560,560,744.0,19,1,522.0,1,4,4,144,9,Silver
561,561,746.0,90,4,34512.0,3,3,2,332,8,Gold
562,562,747.0,87,1,2520.0,3,4,4,344,11,Bronze
563,563,748.0,43,3,7710.0,2,4,3,243,9,Silver
564,564,749.0,318,3,30936.0,4,4,2,442,10,Silver
565,565,750.0,34,4,11843.0,2,3,3,233,8,Gold
566,566,751.0,100,2,4788.0,3,4,4,344,11,Bronze
567,567,753.0,92,20,25183.0,3,2,3,323,8,Gold
568,568,754.0,81,2,4560.0,3,4,4,344,11,Bronze
569,569,755.0,158,3,6372.0,4,4,4,444,12,Bronze
570,570,756.0,203,4,8178.0,4,3,3,433,10,Silver
571,571,757.0,137,4,41004.0,3,3,2,332,8,Gold
572,572,758.0,264,4,9198.0,4,3,3,433,10,Silver
573,573,759.0,178,2,7592.0,4,4,3,443,11,Bronze
574,574,760.0,68,7,15944.0,3,3,3,333,9,Silver
575,575,761.0,289,2,8022.0,4,4,3,443,11,Bronze
576,576,762.0,74,1,5076.0,3,4,4,344,11,Bronze
577,577,763.0,67,1,2496.0,3,4,4,344,11,Bronze
578,578,764.0,11,1,5077.0,1,4,4,144,9,Silver
579,579,765.0,20,3,11197.0,1,4,3,143,8,Gold
580,580,766.0,68,2,10349.0,3,4,3,343,10,Silver
581,581,767.0,62,3,8777.0,3,4,3,343,10,Silver
582,582,768.0,74,5,8850.0,3,3,3,333,9,Silver
583,583,769.0,125,4,9318.0,3,3,3,333,9,Silver
584,584,770.0,81,3,7152.0,3,4,3,343,10,Silver
585,585,771.0,259,9,5985.0,4,3,4,434,11,Bronze
586,586,772.0,270,4,11793.0,4,3,3,433,10,Silver
587,587,773.0,65,3,6870.0,3,4,3,343,10,Silver
588,588,774.0,14,9,18171.0,1,3,3,133,7,Gold
589,589,775.0,19,8,21803.0,1,3,3,133,7,Gold
590,590,777.0,12,16,27153.0,1,2,2,122,5,Platinum
591,591,779.0,258,4,12201.0,4,3,3,433,10,Silver
592,592,780.0,366,1,5094.0,4,4,4,444,12,Bronze
593,593,781.0,373,3,6350.0,4,4,4,444,12,Bronze
594,594,782.0,96,2,7267.0,3,4,3,343,10,Silver
595,595,783.0,61,4,6584.0,3,3,3,333,9,Silver
596,596,784.0,90,3,5019.0,3,4,4,344,11,Bronze
597,597,785.0,100,3,15107.0,3,4,3,343,10,Silver
598,598,786.0,30,8,4911.0,2,3,4,234,9,Silver
599,599,787.0,33,24,62064.0,2,2,2,222,6,Gold
600,600,789.0,46,12,25763.0,2,3,2,232,7,Gold
601,601,792.0,13,2,6981.0,1,4,3,143,8,Gold
602,602,793.0,79,2,5104.0,3,4,4,344,11,Bronze
603,603,795.0,10,11,13950.0,1,3,3,133,7,Gold
604,604,796.0,195,1,7236.0,4,4,3,443,11,Bronze
605,605,797.0,31,2,6024.0,2,4,4,244,10,Silver
606,606,798.0,74,6,15046.0,3,3,3,333,9,Silver
607,607,799.0,201,2,4345.0,4,4,4,444,12,Bronze
608,608,800.0,137,2,2652.0,3,4,4,344,11,Bronze
609,609,801.0,18,1,1696.0,1,4,4,144,9,Silver
610,610,804.0,9,46,224663.0,1,1,1,111,3,Platinum
611,611,805.0,18,11,67558.0,1,3,2,132,6,Gold
612,612,807.0,134,5,18384.0,3,3,3,333,9,Silver
613,613,808.0,48,4,14420.0,2,3,3,233,8,Gold
614,614,809.0,11,1,2328.0,1,4,4,144,9,Silver
615,615,810.0,12,30,109543.0,1,2,1,121,4,Platinum
616,616,813.0,49,2,4991.0,2,4,4,244,10,Silver
617,617,814.0,65,9,20358.0,3,3,3,333,9,Silver
618,618,815.0,300,1,1530.0,4,4,4,444,12,Bronze
619,619,816.0,27,7,18722.0,2,3,3,233,8,Gold
620,620,818.0,12,5,2493.0,1,3,4,134,8,Gold
621,621,819.0,69,2,7776.0,3,4,3,343,10,Silver
622,622,820.0,19,6,14928.0,1,3,3,133,7,Gold
623,623,821.0,89,3,10034.0,3,4,3,343,10,Silver
624,624,822.0,83,2,6108.0,3,4,4,344,11,Bronze
625,625,823.0,10,7,46048.0,1,3,2,132,6,Gold
626,626,825.0,33,12,26800.0,2,3,2,232,7,Gold
627,627,826.0,257,2,1236.0,4,4,4,444,12,Bronze
628,628,828.0,25,1,4188.0,2,4,4,244,10,Silver
629,629,829.0,18,18,32418.0,1,2,2,122,5,Platinum
630,630,830.0,24,3,6612.0,2,4,3,243,9,Silver
631,631,831.0,30,10,33960.0,2,3,2,232,7,Gold
632,632,832.0,27,27,23808.0,2,2,3,223,7,Gold
633,633,834.0,291,1,3012.0,4,4,4,444,12,Bronze
634,634,835.0,367,2,4708.0,4,4,4,444,12,Bronze
635,635,836.0,22,5,15684.0,2,3,3,233,8,Gold
636,636,837.0,46,15,34797.0,2,2,2,222,6,Gold
637,637,838.0,37,3,6080.0,2,4,4,244,10,Silver
638,638,839.0,172,1,5100.0,4,4,4,444,12,Bronze
639,639,841.0,60,6,16162.0,3,3,3,333,9,Silver
640,640,842.0,185,1,2900.0,4,4,4,444,12,Bronze
641,641,843.0,14,9,7716.0,1,3,3,133,7,Gold
642,642,844.0,6,14,40017.0,1,2,2,122,5,Platinum
643,643,846.0,7,14,16905.0,1,2,3,123,6,Gold
644,644,847.0,334,2,4044.0,4,4,4,444,12,Bronze
645,645,848.0,239,2,820.0,4,4,4,444,12,Bronze
646,646,850.0,181,5,10001.0,4,3,3,433,10,Silver
647,647,851.0,62,9,21648.0,3,3,3,333,9,Silver
648,648,853.0,47,10,16464.0,2,3,3,233,8,Gold
649,649,854.0,233,2,4650.0,4,4,4,444,12,Bronze
650,650,855.0,68,2,5328.0,3,4,4,344,11,Bronze
651,651,857.0,238,2,5436.0,4,4,4,444,12,Bronze
652,652,858.0,86,4,9840.0,3,3,3,333,9,Silver
653,653,860.0,44,11,29961.0,2,3,2,232,7,Gold
654,654,861.0,296,1,1632.0,4,4,4,444,12,Bronze
655,655,862.0,284,2,3600.0,4,4,4,444,12,Bronze
656,656,863.0,216,1,2244.0,4,4,4,444,12,Bronze
657,657,864.0,278,3,50136.0,4,4,2,442,10,Silver
658,658,865.0,314,2,3750.0,4,4,4,444,12,Bronze
659,659,867.0,14,2,2676.0,1,4,4,144,9,Silver
660,660,868.0,287,1,2820.0,4,4,4,444,12,Bronze
661,661,870.0,28,9,12258.0,2,3,3,233,8,Gold
662,662,871.0,292,2,2922.0,4,4,4,444,12,Bronze
663,663,873.0,80,1,1440.0,3,4,4,344,11,Bronze
664,664,874.0,66,2,4382.0,3,4,4,344,11,Bronze
665,665,875.0,68,10,17460.0,3,3,3,333,9,Silver
666,666,876.0,371,2,6792.0,4,4,3,443,11,Bronze
667,667,877.0,10,4,8448.0,1,3,3,133,7,Gold
668,668,879.0,256,2,15732.0,4,4,3,443,11,Bronze
669,669,880.0,54,5,8122.0,2,3,3,233,8,Gold
670,670,881.0,264,2,3978.0,4,4,4,444,12,Bronze
671,671,884.0,79,7,10094.0,3,3,3,333,9,Silver
672,672,885.0,78,2,4770.0,3,4,4,344,11,Bronze
673,673,886.0,63,8,13203.0,3,3,3,333,9,Silver
674,674,887.0,86,7,15574.0,3,3,3,333,9,Silver
675,675,889.0,60,13,104650.0,3,2,1,321,6,Gold
676,676,890.0,2,27,7980.0,1,2,3,123,6,Gold
677,677,892.0,34,12,33150.0,2,3,2,232,7,Gold
678,678,895.0,93,8,21601.0,3,3,3,333,9,Silver
679,679,897.0,368,2,4398.0,4,4,4,444,12,Bronze
680,680,898.0,35,2,472.0,2,4,4,244,10,Silver
681,681,899.0,268,6,2084.0,4,3,4,434,11,Bronze
682,682,900.0,6,13,29672.0,1,2,2,122,5,Platinum
683,683,901.0,12,10,13322.0,1,3,3,133,7,Gold
684,684,903.0,93,2,3576.0,3,4,4,344,11,Bronze
685,685,904.0,40,6,2449.0,2,3,4,234,9,Silver
686,686,905.0,17,8,6649.0,1,3,3,133,7,Gold
687,687,906.0,98,5,2433.0,3,3,4,334,10,Silver
688,688,907.0,210,1,2328.0,4,4,4,444,12,Bronze
689,689,909.0,76,7,23267.0,3,3,3,333,9,Silver
690,690,910.0,74,10,44487.0,3,3,2,332,8,Gold
691,691,911.0,32,3,7516.0,2,4,3,243,9,Silver
692,692,912.0,12,5,2321.0,1,3,4,134,8,Gold
693,693,913.0,14,1,770.0,1,4,4,144,9,Silver
694,694,914.0,225,1,801.0,4,4,4,444,12,Bronze
695,695,915.0,83,2,3885.0,3,4,4,344,11,Bronze
696,696,916.0,86,1,2892.0,3,4,4,344,11,Bronze
697,697,917.0,355,5,5098.0,4,3,4,434,11,Bronze
698,698,919.0,44,10,7271.0,2,3,3,233,8,Gold
699,699,920.0,174,1,254.0,4,4,4,444,12,Bronze
700,700,921.0,18,8,3891.0,1,3,4,134,8,Gold
701,701,922.0,246,1,1136.0,4,4,4,444,12,Bronze
702,702,923.0,13,36,28175.0,1,2,2,122,5,Platinum
703,703,924.0,211,2,4596.0,4,4,4,444,12,Bronze
704,704,925.0,52,3,2063.0,2,4,4,244,10,Silver
705,705,926.0,71,1,2070.0,3,4,4,344,11,Bronze
706,706,927.0,55,1,1273.0,2,4,4,244,10,Silver
707,707,928.0,34,7,12063.0,2,3,3,233,8,Gold
708,708,929.0,374,1,902.0,4,4,4,444,12,Bronze
709,709,931.0,156,5,16314.0,4,3,3,433,10,Silver
710,710,932.0,311,1,524.0,4,4,4,444,12,Bronze
711,711,934.0,21,20,40382.0,1,2,2,122,5,Platinum
712,712,936.0,15,5,13350.0,1,3,3,133,7,Gold
713,713,937.0,66,3,5504.0,3,4,4,344,11,Bronze
714,714,939.0,114,7,7167.0,3,3,3,333,9,Silver
715,715,940.0,61,1,1120.0,3,4,4,344,11,Bronze
716,716,941.0,13,9,3430.0,1,3,4,134,8,Gold
717,717,943.0,9,13,15530.0,1,2,3,123,6,Gold
718,718,944.0,321,1,441.0,4,4,4,444,12,Bronze
719,719,945.0,49,5,4181.0,2,3,4,234,9,Silver
720,720,947.0,32,1,451.0,2,4,4,244,10,Silver
721,721,948.0,247,1,828.0,4,4,4,444,12,Bronze
722,722,949.0,42,5,2264.0,2,3,4,234,9,Silver
723,723,950.0,20,8,3637.0,1,3,4,134,8,Gold
724,724,951.0,98,3,11844.0,3,4,3,343,10,Silver
725,725,952.0,28,12,11000.0,2,3,3,233,8,Gold
726,726,953.0,321,2,3141.0,4,4,4,444,12,Bronze
727,727,956.0,122,2,3828.0,3,4,4,344,11,Bronze
728,728,957.0,35,2,1089.0,2,4,4,244,10,Silver
729,729,958.0,260,1,2334.0,4,4,4,444,12,Bronze
730,730,959.0,205,1,2556.0,4,4,4,444,12,Bronze
731,731,960.0,144,1,1056.0,3,4,4,344,11,Bronze
732,732,961.0,6,3,3997.0,1,4,4,144,9,Silver
733,733,963.0,30,8,16129.0,2,3,3,233,8,Gold
734,734,964.0,40,9,5960.0,2,3,4,234,9,Silver
735,735,965.0,68,2,4368.0,3,4,4,344,11,Bronze
736,736,966.0,46,1,1848.0,2,4,4,244,10,Silver
737,737,969.0,82,3,6474.0,3,4,4,344,11,Bronze
738,738,970.0,216,4,2034.0,4,3,4,434,11,Bronze
739,739,971.0,99,2,2940.0,3,4,4,344,11,Bronze
740,740,972.0,18,7,20268.0,1,3,3,133,7,Gold
741,741,974.0,17,2,3550.0,1,4,4,144,9,Silver
742,742,976.0,18,10,17953.0,1,3,3,133,7,Gold
743,743,977.0,42,1,1452.0,2,4,4,244,10,Silver
744,744,978.0,55,4,8052.0,2,3,3,233,8,Gold
745,745,979.0,44,12,22640.0,2,3,3,233,8,Gold
746,746,980.0,115,6,10698.0,3,3,3,333,9,Silver
747,747,981.0,342,4,2403.0,4,3,4,434,11,Bronze
748,748,982.0,12,1,2364.0,1,4,4,144,9,Silver
749,749,983.0,15,2,5332.0,1,4,4,144,9,Silver
750,750,984.0,206,5,11620.0,4,3,3,433,10,Silver
751,751,985.0,92,5,12300.0,3,3,3,333,9,Silver
752,752,987.0,63,2,1120.0,3,4,4,344,11,Bronze
753,753,988.0,150,4,755.0,3,3,4,334,10,Silver
754,754,989.0,11,22,28854.0,1,2,2,122,5,Platinum
755,755,993.0,19,4,1435.0,1,3,4,134,8,Gold
756,756,994.0,160,1,2760.0,4,4,4,444,12,Bronze
757,757,995.0,152,2,14148.0,3,4,3,343,10,Silver
758,758,996.0,2,11,12325.0,1,3,3,133,7,Gold
759,759,997.0,74,1,681.0,3,4,4,344,11,Bronze
760,760,1000.0,11,3,276.0,1,4,4,144,9,Silver
761,761,1001.0,190,1,1640.0,4,4,4,444,12,Bronze
762,762,1003.0,65,1,1656.0,3,4,4,344,11,Bronze
763,763,1004.0,238,2,4728.0,4,4,4,444,12,Bronze
764,764,1006.0,45,32,484320.0,2,2,1,221,5,Platinum
765,765,1007.0,41,4,10452.0,2,3,3,233,8,Gold
766,766,1008.0,46,1,3375.0,2,4,4,244,10,Silver
767,767,1010.0,94,27,54489.0,3,2,2,322,7,Gold
768,768,1012.0,10,12,28138.0,1,3,2,132,6,Gold
769,769,1013.0,8,1,2820.0,1,4,4,144,9,Silver
770,770,1015.0,274,1,1188.0,4,4,4,444,12,Bronze
771,771,1016.0,274,1,940.0,4,4,4,444,12,Bronze
772,772,1017.0,6,28,50528.0,1,2,2,122,5,Platinum
773,773,1021.0,342,6,4721.0,4,3,4,434,11,Bronze
774,774,1022.0,274,1,380.0,4,4,4,444,12,Bronze
775,775,1023.0,58,6,14780.0,3,3,3,333,9,Silver
776,776,1024.0,250,2,3936.0,4,4,4,444,12,Bronze
777,777,1025.0,64,1,2562.0,3,4,4,344,11,Bronze
778,778,1026.0,123,3,8048.0,3,4,3,343,10,Silver
779,779,1027.0,41,3,9480.0,2,4,3,243,9,Silver
780,780,1028.0,135,9,33654.0,3,3,2,332,8,Gold
781,781,1030.0,267,7,15382.0,4,3,3,433,10,Silver
782,782,1031.0,40,4,9540.0,2,3,3,233,8,Gold
783,783,1032.0,37,3,4590.0,2,4,4,244,10,Silver
784,784,1033.0,38,3,6210.0,2,4,4,244,10,Silver
785,785,1034.0,136,5,9780.0,3,3,3,333,9,Silver
786,786,1035.0,229,2,4692.0,4,4,4,444,12,Bronze
787,787,1036.0,29,3,10236.0,2,4,3,243,9,Silver
788,788,1037.0,25,12,18149.0,2,3,3,233,8,Gold
789,789,1038.0,7,18,9248.0,1,2,3,123,6,Gold
790,790,1039.0,207,1,207.0,4,4,4,444,12,Bronze
791,791,1042.0,73,1,2544.0,3,4,4,344,11,Bronze
792,792,1043.0,17,27,33339.0,1,2,2,122,5,Platinum
793,793,1044.0,7,17,104412.0,1,2,1,121,4,Platinum
794,794,1045.0,102,7,7983.0,3,3,3,333,9,Silver
795,795,1048.0,98,2,3398.0,3,4,4,344,11,Bronze
796,796,1049.0,55,2,5946.0,2,4,4,244,10,Silver
797,797,1050.0,298,1,829.0,4,4,4,444,12,Bronze
798,798,1051.0,131,8,21282.0,3,3,3,333,9,Silver
799,799,1052.0,288,3,7048.0,4,4,3,443,11,Bronze
800,800,1054.0,4,27,22476.0,1,2,3,123,6,Gold
801,801,1055.0,3,18,64736.0,1,2,2,122,5,Platinum
802,802,1056.0,14,2,1853.0,1,4,4,144,9,Silver
803,803,1058.0,56,9,4523.0,2,3,4,234,9,Silver
804,804,1059.0,184,1,624.0,4,4,4,444,12,Bronze
805,805,1062.0,78,14,13311.0,3,2,3,323,8,Gold
806,806,1063.0,31,74,268549.0,2,1,1,211,4,Platinum
807,807,1064.0,6,16,24652.0,1,2,3,123,6,Gold
808,808,1065.0,74,7,18134.0,3,3,3,333,9,Silver
809,809,1066.0,35,18,10002.0,2,2,3,223,7,Gold
810,810,1068.0,11,19,226065.0,1,2,1,121,4,Platinum
811,811,1069.0,106,2,4304.0,3,4,4,344,11,Bronze
812,812,1070.0,8,5,3315.0,1,3,4,134,8,Gold
813,813,1071.0,259,1,558.0,4,4,4,444,12,Bronze
814,814,1072.0,19,6,6646.0,1,3,3,133,7,Gold
815,815,1074.0,377,1,4536.0,4,4,4,444,12,Bronze
816,816,1079.0,4,7,133081.0,1,3,1,131,5,Platinum
817,817,1081.0,313,7,13566.0,4,3,3,433,10,Silver
818,818,1083.0,143,2,40872.0,3,4,2,342,9,Silver
819,819,1085.0,85,7,14574.0,3,3,3,333,9,Silver
820,820,1088.0,370,1,1686.0,4,4,4,444,12,Bronze
821,821,1089.0,9,4,7922.0,1,3,3,133,7,Gold
822,822,1091.0,57,2,8034.0,3,4,3,343,10,Silver
823,823,1093.0,106,3,5217.0,3,4,4,344,11,Bronze
824,824,1094.0,43,5,9375.0,2,3,3,233,8,Gold
825,825,1095.0,93,11,48644.0,3,3,2,332,8,Gold
826,826,1096.0,26,16,42866.0,2,2,2,222,6,Gold
827,827,1097.0,25,5,17154.0,2,3,3,233,8,Gold
828,828,1098.0,33,5,10368.0,2,3,3,233,8,Gold
829,829,1099.0,309,5,19786.0,4,3,3,433,10,Silver
830,830,1100.0,146,10,7162.0,3,3,3,333,9,Silver
831,831,1101.0,41,6,2756.0,2,3,4,234,9,Silver
832,832,1102.0,100,1,2712.0,3,4,4,344,11,Bronze
833,833,1103.0,136,3,11028.0,3,4,3,343,10,Silver
834,834,1108.0,202,5,2514.0,4,3,4,434,11,Bronze
835,835,1110.0,162,1,1684.0,4,4,4,444,12,Bronze
836,836,1111.0,32,6,10362.0,2,3,3,233,8,Gold
837,837,1112.0,217,1,3125.0,4,4,4,444,12,Bronze
838,838,1113.0,9,14,5204.0,1,2,4,124,7,Gold
839,839,1115.0,59,4,8976.0,3,3,3,333,9,Silver
840,840,1116.0,12,2,4974.0,1,4,4,144,9,Silver
841,841,1118.0,29,5,7718.0,2,3,3,233,8,Gold
842,842,1120.0,52,8,13386.0,2,3,3,233,8,Gold
843,843,1121.0,130,7,14312.0,3,3,3,333,9,Silver
844,844,1122.0,129,5,12346.0,3,3,3,333,9,Silver
845,845,1123.0,58,1,4068.0,3,4,4,344,11,Bronze
846,846,1124.0,26,6,68642.0,2,3,2,232,7,Gold
847,847,1127.0,329,3,1812.0,4,4,4,444,12,Bronze
848,848,1128.0,7,3,5721.0,1,4,4,144,9,Silver
849,849,1129.0,27,14,34548.0,2,2,2,222,6,Gold
850,850,1130.0,252,2,4098.0,4,4,4,444,12,Bronze
851,851,1132.0,80,1,2010.0,3,4,4,344,11,Bronze
852,852,1133.0,78,1,2480.0,3,4,4,344,11,Bronze
853,853,1134.0,40,2,6960.0,2,4,3,243,9,Silver
854,854,1135.0,125,14,16787.0,3,2,3,323,8,Gold
855,855,1136.0,46,16,32306.0,2,2,2,222,6,Gold
856,856,1137.0,26,26,50866.0,2,2,2,222,6,Gold
857,857,1140.0,57,7,11488.0,3,3,3,333,9,Silver
858,858,1143.0,61,2,4323.0,3,4,4,344,11,Bronze
859,859,1144.0,60,8,16686.0,3,3,3,333,9,Silver
860,860,1145.0,41,12,106566.0,2,3,1,231,6,Gold
861,861,1146.0,3,4,8760.0,1,3,3,133,7,Gold
862,862,1147.0,14,7,13448.0,1,3,3,133,7,Gold
863,863,1148.0,95,1,784.0,3,4,4,344,11,Bronze
864,864,1149.0,209,1,1038.0,4,4,4,444,12,Bronze
865,865,1150.0,75,1,1313.0,3,4,4,344,11,Bronze
866,866,1154.0,31,4,9054.0,2,3,3,233,8,Gold
867,867,1155.0,61,4,39468.0,3,3,2,332,8,Gold
868,868,1156.0,298,1,2160.0,4,4,4,444,12,Bronze
869,869,1157.0,31,1,3240.0,2,4,4,244,10,Silver
870,870,1158.0,37,5,10260.0,2,3,3,233,8,Gold
871,871,1159.0,58,1,2268.0,3,4,4,344,11,Bronze
872,872,1160.0,332,1,888.0,4,4,4,444,12,Bronze
873,873,1161.0,279,1,3156.0,4,4,4,444,12,Bronze
874,874,1163.0,109,7,13560.0,3,3,3,333,9,Silver
875,875,1164.0,47,2,3276.0,2,4,4,244,10,Silver
876,876,1165.0,81,5,12656.0,3,3,3,333,9,Silver
877,877,1166.0,63,12,27556.0,3,3,2,332,8,Gold
878,878,1167.0,18,2,5508.0,1,4,4,144,9,Silver
879,879,1170.0,54,6,10277.0,2,3,3,233,8,Gold
880,880,1173.0,11,5,10696.0,1,3,3,133,7,Gold
881,881,1174.0,144,2,4314.0,3,4,4,344,11,Bronze
882,882,1175.0,32,1,4080.0,2,4,4,244,10,Silver
883,883,1176.0,84,1,2964.0,3,4,4,344,11,Bronze
